1235,1,1,1,1,1,0,0,0,0,1,0,3,1,2,8,1
1691,0,0,0,0,0,1,4,2,1,10,0,0,0,0,2,0
1823,1,1,1,1,0,0,0,0,0,0,1,4,1,1,9,1
1682,1,0,1,0,0,1,0,0,2,2,0,4,2,0,9,1
1397,0,1,1,0,0,0,2,0,2,3,1,1,1,0,5,1
1375,0,0,1,0,1,1,3,0,2,6,0,0,0,0,1,0
1470,0,1,1,0,0,0,2,0,1,1,1,1,1,0,8,1
828,1,1,1,1,1,0,0,0,0,0,0,2,1,1,7,1
1746,1,0,0,0,0,2,3,1,1,7,0,1,0,0,4,0
1357,0,1,1,1,1,0,2,0,0,1,1,1,2,1,10,1
1651,0,0,0,1,0,1,4,2,0,9,0,0,0,2,5,0
1280,1,0,1,1,0,1,0,0,0,0,0,2,1,1,8,1
1676,1,1,0,0,0,0,2,2,2,11,0,2,0,0,1,0
1572,1,1,1,1,1,0,0,0,0,2,0,3,2,1,8,1
926,0,1,1,0,0,0,1,0,1,4,0,0,0,0,1,0
1824,1,1,1,1,0,0,4,1,1,7,1,1,1,1,7,0
1839,1,1,0,1,0,0,2,1,0,7,0,3,0,1,2,0
1121,0,1,1,1,0,0,2,0,0,4,0,0,0,0,1,0
2049,1,1,1,0,1,0,1,0,1,5,2,4,2,0,10,1
1567,1,0,0,1,1,1,2,1,0,10,0,2,0,2,1,0
2073,1,1,1,1,1,0,1,0,1,3,1,4,1,1,7,1
2241,0,1,0,0,0,0,3,4,2,8,1,3,1,0,6,1
1698,0,1,1,0,0,0,1,0,1,1,1,2,4,1,11,1
1593,1,1,0,0,0,0,1,1,1,9,0,3,0,0,5,0
1571,1,1,1,0,1,0,1,0,2,4,1,3,1,0,5,1
1626,0,0,0,0,0,1,3,2,1,9,0,0,0,1,0,0
2290,0,1,0,1,0,0,4,3,1,10,1,1,0,1,3,0
1139,1,1,1,1,1,0,1,0,0,0,0,1,3,1,11,1
1448,1,0,0,0,1,1,0,1,2,7,0,1,0,0,2,0
1322,1,1,1,1,1,0,0,0,0,1,0,2,1,1,7,1
2191,1,0,1,1,0,1,0,0,0,4,1,5,1,1,5,1
1381,0,0,1,1,0,1,2,0,1,4,0,0,0,1,2,0
1703,1,1,1,1,1,0,0,0,0,2,1,4,3,1,11,1
1117,0,1,1,0,0,0,2,0,1,6,0,0,0,0,0,0
2043,1,1,1,1,1,0,1,1,0,5,2,5,5,1,11,1
2364,1,1,1,1,0,0,3,0,0,4,2,3,1,1,7,1
1954,1,0,0,1,1,2,2,1,0,7,0,3,0,2,3,0
963,1,1,1,0,1,0,0,0,1,1,0,2,0,0,2,1
1241,0,1,0,0,0,0,2,2,2,9,0,0,0,0,1,0
1362,1,1,0,1,1,0,2,1,1,8,0,1,0,1,3,0
2259,1,0,0,1,0,3,1,3,0,9,0,4,0,2,4,0
1864,0,1,1,0,0,0,3,0,1,3,1,2,2,0,10,1
1956,0,0,0,0,1,2,2,1,2,8,0,2,0,0,3,0
2022,1,1,1,1,1,0,2,0,1,2,1,3,1,1,10,1
1444,0,1,1,0,1,0,2,0,1,2,1,1,1,0,6,1
1527,1,1,1,1,0,0,0,0,0,2,1,4,2,2,9,1
1708,0,1,0,1,0,0,4,1,0,8,0,0,0,1,2,0
1308,1,1,1,1,1,0,2,0,0,0,0,1,2,2,10,1
963,1,1,1,1,1,0,0,0,0,0,0,2,1,1,7,1
1129,1,1,0,0,1,0,1,2,2,9,0,1,0,0,0,0
1461,1,0,1,0,1,1,1,0,1,4,0,2,0,0,2,0
1019,1,1,1,0,1,0,1,0,1,2,0,1,0,0,1,0
1400,1,1,1,1,1,0,0,0,0,0,0,2,2,2,10,1
1660,0,0,1,0,1,1,1,0,1,1,0,3,2,1,8,1
1687,1,1,0,1,1,0,2,1,1,8,0,2,0,1,2,0
1793,1,0,0,0,0,1,2,2,2,11,0,2,0,0,3,0
1745,1,0,0,1,0,1,3,2,0,10,0,1,0,2,3,0
1946,0,0,0,1,1,1,2,2,0,9,0,2,0,1,3,0
1344,1,1,1,1,1,0,0,0,0,1,1,2,1,1,5,1
1778,0,1,1,1,1,0,3,0,0,2,2,1,2,2,10,1
1567,0,0,0,1,1,1,4,2,1,9,0,0,0,1,3,0
1878,1,1,0,0,0,0,3,4,1,10,1,1,1,0,8,1
1488,0,1,1,1,1,0,1,0,0,1,1,1,1,2,7,1
1984,0,1,1,1,0,0,4,0,1,3,1,1,2,1,10,1
1576,1,0,1,1,1,1,0,1,0,5,0,4,1,2,7,1
1480,1,1,1,0,0,0,0,0,1,1,1,3,2,0,9,1
2393,0,1,1,1,1,0,3,0,0,4,3,3,2,0,9,1
1260,0,1,0,0,0,0,2,1,2,8,0,0,0,0,0,0
1706,1,1,1,0,0,0,0,0,2,5,1,4,2,0,9,1
1321,1,1,1,1,1,0,0,0,0,0,0,3,0,2,5,1
1135,1,1,1,1,1,0,0,0,0,0,0,2,0,1,6,1
1596,0,1,1,0,1,0,1,0,1,4,1,3,1,1,8,1
1283,1,1,1,1,0,0,2,0,1,3,0,1,0,1,1,0
1349,1,0,1,1,1,1,1,0,0,5,0,1,0,1,1,0
1891,1,0,1,0,1,1,3,0,1,6,1,2,1,0,8,1
951,1,1,1,1,1,0,0,0,0,0,0,1,0,0,3,1
1535,1,1,1,0,0,0,0,0,2,3,1,2,1,0,7,1
1485,0,1,1,0,1,0,1,0,1,3,1,3,0,0,3,1
1827,1,1,1,1,0,0,3,0,0,3,1,1,2,1,9,1
1965,0,1,0,0,1,0,2,1,2,8,1,2,1,0,6,1
1631,0,1,1,0,0,0,2,0,1,3,1,2,0,0,6,1
1458,0,0,0,0,1,1,3,2,2,9,0,0,0,0,2,0
1548,1,1,0,1,1,0,2,1,0,5,0,2,0,2,3,0
1598,0,0,0,0,1,1,4,2,2,10,0,0,0,0,0,0
1343,0,0,0,0,0,1,2,1,2,8,0,1,0,0,1,0
1432,1,1,1,1,1,0,2,0,0,3,1,2,0,1,2,0
1390,0,1,0,0,1,0,4,2,2,7,0,0,0,0,0,0
1690,1,0,0,1,1,1,1,2,0,9,0,2,0,2,3,0
995,1,1,0,0,1,0,1,1,1,7,0,1,0,0,0,0
912,0,1,1,1,1,0,2,0,0,3,0,0,0,1,0,0
2434,1,0,0,1,0,1,2,1,1,6,1,4,3,1,11,1
2123,1,0,1,1,1,1,4,0,0,2,0,2,3,1,10,1
1722,0,0,0,0,0,1,2,1,1,7,0,1,0,0,3,0
1392,1,1,1,1,0,0,1,0,0,2,1,2,1,2,8,1
2089,1,0,0,0,0,2,3,2,2,10,0,3,0,0,2,0
1151,0,1,1,1,1,0,1,0,0,1,0,1,1,2,8,1
1667,0,0,0,0,1,1,3,2,2,10,0,1,0,0,1,0
936,0,1,1,0,0,0,2,0,2,5,0,0,0,0,0,0
1633,1,1,1,0,1,0,1,0,1,4,1,3,2,1,8,1
1680,1,1,1,0,0,0,0,0,1,4,1,4,2,0,10,1
1688,1,0,1,1,1,1,1,1,0,7,0,3,1,1,6,0
1480,0,0,1,0,1,1,3,0,2,6,0,0,0,0,2,0
1568,0,1,1,0,0,0,3,0,2,3,1,1,1,0,9,1
1446,1,0,0,0,0,1,2,2,1,9,0,1,0,0,1,0
1464,1,0,0,1,1,1,1,1,1,6,0,3,0,1,5,0
1599,1,0,0,1,0,1,3,2,1,9,0,1,0,1,1,0
1685,1,0,0,1,0,1,1,2,0,10,0,4,0,2,3,0
2346,1,0,1,0,0,1,4,0,2,5,1,2,3,0,11,1
1720,1,1,1,0,0,0,0,0,1,3,1,4,2,0,9,1
2244,0,1,1,0,1,0,2,0,1,4,1,3,3,1,10,1
1319,1,1,1,1,0,0,0,0,0,0,0,3,1,2,10,1
1936,0,1,0,1,0,1,3,1,0,5,1,2,1,1,10,1
1502,1,1,0,1,0,0,1,1,0,6,1,2,0,1,1,0
1221,1,1,1,1,1,0,0,0,0,0,0,3,1,2,8,1
1223,0,1,0,0,0,0,3,1,2,7,0,0,0,0,0,0
1158,1,1,1,1,0,0,0,0,0,1,0,2,0,2,3,1
1666,0,1,1,0,0,0,3,0,2,3,1,1,0,0,6,1
1434,0,0,0,0,0,1,4,1,2,6,0,0,0,0,2,0
2170,1,0,0,0,0,1,1,2,2,8,1,4,1,0,8,1
1962,0,0,1,1,1,1,1,0,1,7,1,3,1,1,7,1
1587,1,1,1,1,0,0,1,0,0,3,1,3,3,2,11,1
2009,0,1,1,1,1,0,1,0,1,1,1,3,2,1,9,1
1838,1,1,1,0,1,0,1,0,1,4,1,4,2,1,9,1
1404,1,1,1,1,0,0,0,0,0,2,1,3,1,2,7,1
1416,0,1,1,1,0,0,1,0,0,2,0,3,2,2,10,1
1156,0,1,0,0,0,0,3,1,2,8,0,0,0,0,1,0
1417,0,1,1,1,0,0,2,0,0,4,1,1,1,2,6,1
1910,0,1,1,1,1,0,2,0,0,2,2,3,3,1,9,1
1242,1,1,1,1,1,0,1,0,0,1,0,2,2,2,9,1
1732,0,0,0,0,1,1,4,2,1,9,0,0,0,0,0,0
1516,1,1,1,1,0,0,0,0,0,1,1,4,1,2,8,1
1324,1,1,0,0,0,0,2,2,1,9,0,1,0,0,3,0
1823,1,1,1,0,1,0,1,0,1,4,1,4,3,1,11,1
1086,0,1,0,0,0,0,2,2,1,10,0,0,0,0,0,0
1620,0,1,1,1,1,0,2,0,0,2,1,2,1,1,9,1
1676,0,1,0,0,0,0,4,2,1,10,1,0,0,0,0,0
2083,0,0,1,1,0,1,3,0,0,3,1,3,1,2,8,1
1312,1,1,1,0,0,0,0,0,1,2,0,3,1,1,6,1
2089,1,0,0,0,0,2,3,2,2,10,0,3,0,0,2,0
1643,0,0,0,0,0,1,3,1,2,7,0,1,0,0,1,0
1232,0,1,1,0,1,0,2,0,1,4,0,1,0,1,1,0
1559,1,0,0,0,0,1,3,3,2,11,0,1,0,0,0,0
1034,1,1,1,1,0,0,0,0,0,0,0,2,1,2,10,1
1715,0,1,1,1,1,0,2,0,0,4,0,2,1,2,8,1
1399,0,1,0,1,1,0,2,1,0,5,0,1,0,2,3,0
1717,0,0,0,0,0,1,3,3,1,10,0,1,0,1,3,0
1455,0,1,1,1,1,0,2,0,0,0,0,1,1,2,10,1
1641,1,1,1,1,1,0,0,0,0,0,1,4,2,1,9,1
1851,0,1,1,0,0,0,4,0,1,5,2,1,2,0,8,1
1817,1,1,1,0,1,0,1,0,1,2,2,3,4,0,10,1
2274,1,1,0,0,1,0,0,1,1,6,2,5,2,0,9,1
1464,1,1,1,1,0,0,0,0,0,1,0,3,1,2,8,1
1595,0,0,0,0,1,1,3,1,2,9,0,1,0,0,4,0
1779,1,1,1,1,0,0,0,0,0,1,1,4,4,2,11,1
1592,0,1,1,0,1,0,2,0,1,5,1,2,1,0,8,1
1589,1,1,1,1,1,0,1,0,0,0,1,2,1,2,7,1
1524,0,1,0,0,1,0,3,3,2,11,0,0,0,0,0,0
964,1,1,1,1,1,0,0,0,0,0,0,2,0,1,3,1
1648,1,0,0,1,1,1,3,2,0,8,0,1,0,1,1,0
1530,1,0,0,0,0,1,0,1,2,5,0,3,0,0,2,0
1940,0,1,1,0,0,0,2,0,2,5,1,3,1,0,6,1
1284,0,1,1,0,0,0,2,0,2,5,0,0,0,0,2,0
919,1,1,1,1,1,0,0,0,0,0,0,2,1,1,7,1
960,1,1,1,0,0,0,1,0,1,2,0,1,0,0,2,0
1572,0,1,1,1,1,0,3,0,1,6,1,0,1,1,9,1
914,1,1,1,1,1,0,0,0,0,0,0,2,0,1,7,1
1511,1,1,1,1,0,0,1,0,0,2,1,2,2,1,10,1
917,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0
1905,1,0,1,1,1,1,2,0,0,0,1,3,1,1,10,1
1353,1,0,1,1,0,1,1,0,0,5,0,2,0,2,3,0
1329,0,1,1,1,1,0,3,0,1,6,0,0,0,1,3,0
1782,0,0,0,1,1,2,4,2,1,10,0,0,0,1,4,0
1562,0,1,1,1,1,0,4,0,0,6,1,0,0,2,3,0
926,1,1,1,1,0,0,0,0,0,1,0,2,0,0,2,1
1834,0,0,0,0,0,2,4,1,1,7,0,1,0,1,5,0
1182,0,1,0,0,0,0,2,2,1,9,0,0,0,0,1,0
1927,1,1,0,1,1,0,2,1,0,5,1,2,1,1,8,1
1221,1,1,1,1,1,0,0,0,0,1,0,3,0,2,5,1
1006,0,1,1,0,0,0,1,0,1,1,0,1,0,0,3,1
2088,1,1,1,0,1,0,0,0,1,4,1,5,2,0,9,1
1155,0,1,1,0,1,0,1,0,1,5,0,1,0,0,1,0
935,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1
1897,0,0,1,0,0,1,4,1,1,8,0,0,1,0,6,0
1934,0,0,0,1,1,1,3,2,0,10,0,2,0,1,3,0
1132,1,1,1,1,1,0,0,0,0,0,0,3,1,1,7,1
1541,1,0,0,0,0,1,2,2,1,8,0,2,0,1,2,0
1856,0,0,0,0,0,1,4,4,2,11,0,0,0,0,4,0
1336,0,1,1,0,0,0,1,0,1,1,0,2,0,1,6,1
1145,0,1,1,1,1,0,1,0,0,0,0,2,2,2,8,1
1549,0,0,1,1,1,1,1,0,0,3,0,3,1,2,8,1
1385,0,1,1,0,1,0,1,0,1,2,1,2,2,1,9,1
1470,0,1,1,1,0,0,1,0,0,2,1,2,2,2,9,1
1408,1,1,0,0,0,0,1,1,2,9,0,1,0,0,2,0
1711,0,1,1,1,0,0,1,0,0,2,1,2,2,2,10,1
1680,0,1,1,1,1,0,4,0,0,1,1,0,3,2,11,1
1533,1,1,1,1,1,0,0,0,1,4,1,4,0,1,6,1
2260,1,1,0,1,0,0,1,3,0,9,2,4,0,1,4,0
1710,1,1,1,0,0,0,1,0,2,1,1,3,0,0,8,1
955,0,1,1,1,1,0,1,0,0,0,0,0,0,0,4,1
1535,1,1,1,0,0,0,0,0,2,3,1,2,1,0,7,1
1485,0,1,1,0,1,0,1,0,1,3,1,3,0,0,3,1
1680,1,0,0,0,0,1,1,4,2,11,0,3,0,0,2,0
1436,0,0,0,0,0,1,3,1,1,7,0,0,0,0,0,0
1241,1,1,1,1,1,0,0,0,0,2,0,2,0,0,3,1
1937,0,1,1,0,0,0,3,0,1,3,1,1,2,0,9,1
1551,1,0,0,0,0,1,2,1,2,8,0,2,0,0,2,0
1785,0,1,1,0,0,0,1,0,2,1,1,4,1,0,9,1
1688,1,1,1,1,0,0,1,0,0,1,1,3,1,2,10,1
1798,0,1,1,0,1,0,1,0,1,3,1,3,3,0,11,1
1487,1,1,1,0,1,0,0,0,1,1,1,3,1,0,5,1
1863,0,1,1,0,1,0,5,0,1,4,1,0,1,0,6,1
1996,1,0,0,0,1,1,1,1,1,7,0,3,0,1,3,0
2260,0,0,0,1,1,1,4,1,0,7,1,2,1,2,7,1
1899,1,1,1,1,0,0,1,0,0,3,2,4,1,1,8,1
1376,1,1,1,1,1,0,0,0,0,0,1,3,2,2,11,1
1280,1,1,1,0,0,0,0,0,2,1,0,2,1,0,5,1
1323,1,1,0,0,1,0,1,1,2,8,0,2,0,0,2,0
1739,1,1,1,1,0,0,1,0,0,0,1,3,1,2,9,1
2075,0,0,0,0,0,2,3,2,1,11,0,3,0,1,2,0
1680,1,0,0,1,0,1,1,1,1,8,0,2,0,1,3,0
1898,0,0,0,1,0,2,4,2,1,10,0,0,0,1,3,0
1806,0,0,0,0,0,1,3,1,2,9,0,1,0,0,1,0
2356,1,1,1,1,1,0,1,0,0,3,2,5,1,1,8,1
1511,1,0,0,0,0,1,2,1,2,6,0,2,0,0,3,0
934,0,1,0,0,0,0,2,1,1,6,0,0,0,0,0,0
1353,1,1,1,0,1,0,0,0,1,0,1,3,0,1,5,1
1715,1,1,1,1,1,1,2,0,0,5,1,2,0,1,4,0
2022,1,1,0,0,1,1,4,1,2,9,1,1,0,0,2,0
1764,1,1,1,0,0,0,2,0,1,4,1,2,1,1,7,1
2279,0,1,0,0,0,1,4,1,2,5,2,1,1,0,7,1
1729,0,0,1,1,1,1,3,0,1,6,0,1,0,1,3,0
930,1,1,1,1,1,0,0,0,0,0,0,2,0,1,4,1
1711,1,0,0,0,0,1,3,1,2,5,0,1,0,0,6,0
2267,0,0,0,0,0,1,4,1,2,7,1,2,1,0,9,1
1836,1,1,1,0,1,0,0,0,1,4,1,4,2,0,10,1
1149,0,1,0,0,0,0,2,2,1,9,0,0,0,0,0,0
2014,0,1,1,0,0,0,1,0,1,4,1,4,2,0,7,1
1552,0,1,1,0,0,0,2,0,2,5,1,2,1,0,7,1
1806,1,1,1,0,1,0,2,0,1,3,1,2,2,0,8,1
2228,1,0,1,1,0,1,1,0,0,6,2,4,2,2,9,1
1340,1,1,1,1,0,0,1,0,0,1,1,1,0,0,6,1
911,0,1,1,1,1,0,1,0,0,0,0,1,0,0,4,1
2342,1,1,0,0,0,1,4,2,2,10,1,2,0,0,3,0
1785,0,0,0,1,0,1,1,2,0,10,0,3,0,1,2,0
1501,1,1,1,1,0,0,0,0,0,2,0,4,1,2,5,1
1000,1,1,1,0,0,0,1,0,1,0,0,1,0,0,2,1
1478,1,0,0,1,0,1,3,1,0,7,0,1,0,2,3,0
2018,1,1,0,1,1,0,3,2,0,8,2,2,1,1,7,1
1631,0,1,1,0,0,0,2,0,2,6,0,2,0,0,3,0
2352,1,0,0,0,1,1,3,1,2,8,1,2,1,0,8,1
1605,0,0,0,1,1,1,3,2,0,9,0,0,0,1,4,0
1812,1,1,1,0,0,0,0,0,1,1,1,4,2,0,8,1
1848,0,0,0,0,0,2,5,1,2,9,0,0,0,0,2,0
1477,0,0,0,0,1,1,2,2,2,9,0,1,0,0,3,0
1708,0,1,1,0,1,0,3,0,1,5,1,1,1,1,8,1
1709,0,0,0,0,0,1,2,2,1,9,0,2,0,0,3,0
1950,1,1,1,1,1,0,1,0,0,0,1,4,1,1,10,1
1701,0,1,1,1,0,0,3,0,0,1,1,1,1,2,7,1
1744,1,1,1,1,0,0,0,0,0,1,0,4,1,1,9,1
1899,1,0,0,0,0,2,1,3,2,10,0,3,0,0,2,0
1290,1,1,1,1,1,0,0,0,0,0,0,2,1,2,8,1
1536,1,1,1,0,1,0,0,0,1,3,1,3,1,1,9,1
1735,0,1,0,1,1,0,4,2,0,8,0,0,0,2,2,0
2032,0,0,1,1,0,1,3,0,0,5,1,2,1,1,8,1
1003,0,1,1,0,0,0,1,0,1,4,0,0,0,1,0,0
1492,0,0,1,0,1,1,3,0,1,8,0,0,0,0,1,0
2051,0,0,0,0,0,2,4,4,2,10,0,0,0,0,3,0
990,0,1,1,1,1,0,1,0,0,0,0,1,2,1,9,1
1615,0,0,0,0,0,1,3,2,2,11,0,1,0,0,0,0
1775,0,0,0,0,0,1,3,2,2,9,0,2,0,0,2,0
1790,1,0,0,0,0,2,2,2,2,8,0,2,0,0,0,0
1439,1,1,1,0,0,0,0,0,1,5,1,3,0,0,3,1
1241,0,1,0,0,1,0,3,2,1,8,0,0,0,0,0,0
1536,1,0,0,0,1,1,1,3,1,11,0,2,0,0,1,0
1835,0,0,0,1,0,1,5,2,0,9,0,0,0,1,3,0
1393,1,1,1,1,1,0,0,0,0,0,1,2,3,2,11,1
956,0,1,1,0,0,0,2,0,1,2,0,0,0,0,0,0
2044,0,0,0,0,0,2,2,2,2,10,0,3,0,0,3,0
1508,1,1,1,1,1,0,0,0,0,2,1,2,3,2,11,1
1992,1,0,0,0,1,2,2,4,1,11,0,3,0,0,0,0
1785,0,0,0,1,1,1,3,1,0,9,0,1,0,2,4,0
1527,1,1,1,0,1,0,0,0,2,3,1,3,1,0,7,1
1618,1,0,0,0,0,1,2,3,2,11,0,2,0,0,1,0
1636,1,0,0,0,1,1,3,2,2,9,0,1,0,0,1,0
1304,1,1,1,0,1,0,0,0,1,0,0,2,1,1,7,1
1699,0,1,1,1,0,0,2,0,1,1,1,2,2,1,10,1
2434,0,1,0,1,1,1,6,3,1,9,1,0,1,1,4,0
927,1,1,1,1,1,0,0,0,0,0,0,2,1,1,5,1
1621,0,0,0,0,1,1,3,3,2,10,0,1,0,0,1,0
1141,1,1,1,1,1,0,0,0,0,0,0,3,0,2,6,1
1495,0,1,0,0,1,0,3,1,2,8,0,1,0,0,1,0
857,1,1,1,1,1,0,0,0,0,0,0,1,1,0,7,1
941,0,1,1,0,0,0,2,0,1,3,0,0,0,0,0,0
1166,1,1,1,1,1,0,0,0,0,0,0,3,1,1,6,1
1661,1,1,0,1,0,0,3,1,0,6,0,1,0,1,4,0
1835,0,1,1,1,0,0,1,0,0,5,2,3,3,0,10,1
2388,0,1,1,1,0,0,4,0,1,5,2,2,1,1,7,1
1922,1,0,0,0,0,2,4,1,2,9,0,1,0,0,2,0
1247,1,1,1,0,1,0,1,0,1,1,1,2,0,0,5,1
1622,0,0,0,0,0,1,3,2,2,8,0,1,1,0,7,0
2395,1,1,1,1,0,0,2,3,0,10,2,3,4,1,8,0
1266,1,1,0,0,1,0,1,2,2,10,0,1,0,0,0,0
1837,1,1,1,0,0,0,0,0,1,1,0,5,2,1,9,1
1201,0,1,0,0,0,0,2,2,2,10,0,0,0,0,0,0
1097,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0
919,1,1,1,0,1,0,0,0,1,0,0,2,1,0,8,1
1653,0,1,1,1,1,0,3,0,0,1,1,1,2,0,11,1
924,0,1,0,0,0,0,1,1,1,8,0,0,0,0,0,0
1256,0,1,0,0,0,0,3,1,2,9,0,0,0,0,1,0
1030,0,1,0,0,0,0,2,1,1,8,0,0,0,0,0,0
1314,1,1,1,1,1,0,0,0,0,1,0,2,2,2,9,1
1366,1,0,0,0,0,1,0,1,2,9,0,3,0,0,0,0
1612,0,0,0,0,0,1,1,1,2,10,0,3,0,0,2,0
1877,1,0,0,0,0,2,1,4,1,11,0,4,0,0,3,0
2088,1,1,1,0,1,0,0,0,1,4,1,5,2,0,9,1
2104,1,0,0,1,1,1,2,1,0,9,1,3,0,0,4,0
1648,1,1,1,1,1,0,0,0,0,2,0,3,1,1,7,1
1375,0,1,1,1,1,0,1,0,0,1,1,3,1,2,9,1
1625,0,1,0,1,0,0,2,1,0,8,0,2,0,2,4,0
2525,0,0,0,0,1,2,4,1,1,9,0,3,0,0,5,0
1165,1,1,1,1,1,0,1,0,0,0,0,2,3,2,11,1
1684,1,0,0,0,1,1,3,1,2,9,0,1,0,0,2,0
1531,1,1,1,1,1,0,1,0,1,3,1,3,2,1,9,1
1512,1,0,1,0,1,1,1,1,2,5,0,2,1,0,7,0
1479,0,1,0,0,1,0,3,1,2,9,0,0,0,0,0,0
1615,1,0,0,0,0,1,3,3,1,11,0,1,0,0,0,0
1781,1,1,1,0,1,0,0,0,1,3,1,4,1,0,7,1
942,1,1,1,1,1,0,0,0,0,0,0,2,1,1,9,1
1315,1,1,1,1,0,0,0,0,0,0,1,2,1,2,9,1
1651,0,0,0,1,0,1,4,2,0,9,0,0,0,2,5,0
1182,1,1,1,1,0,0,0,0,0,0,0,2,1,1,9,1
1537,0,0,1,1,1,1,1,0,1,2,0,3,2,1,9,1
1717,1,1,1,0,0,0,1,0,2,2,1,3,2,0,9,1
1688,1,0,1,0,1,1,0,0,1,4,0,4,1,0,8,1
1858,0,1,1,0,1,0,4,0,2,4,1,1,1,0,7,1
684,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5,1
1749,1,0,1,1,1,1,3,1,0,9,0,1,1,2,5,0
1319,1,1,1,0,1,0,0,0,1,2,0,2,2,1,10,1
1627,0,0,0,0,0,1,2,2,1,10,0,2,0,0,5,0
1904,1,1,0,0,0,0,1,2,2,8,1,4,0,0,2,0
1712,0,0,0,0,0,2,3,4,1,11,0,1,0,1,2,0
1358,1,1,0,0,0,0,0,2,2,9,0,2,0,0,2,0
1735,1,0,0,1,0,2,2,1,1,9,0,3,0,1,3,0
1435,1,1,1,1,1,0,1,0,0,0,1,3,2,2,10,1
1340,1,0,0,1,1,1,0,1,1,6,0,3,0,1,2,0
1572,0,1,1,1,1,0,3,0,1,6,1,0,1,1,9,1
1535,1,1,0,1,0,0,3,1,0,8,0,1,0,2,2,0
2019,1,0,0,1,1,1,1,1,1,6,0,4,0,1,6,0
1851,1,1,1,0,0,0,2,1,1,5,1,2,2,0,9,1
1435,0,1,1,1,1,0,2,0,0,2,1,1,3,1,11,1
1317,0,0,0,0,0,1,3,1,1,7,0,0,0,0,1,0
1427,0,1,1,1,0,0,1,0,0,2,1,2,1,2,7,1
1391,0,1,1,0,0,0,1,0,1,0,1,2,2,1,9,1
1956,0,1,0,1,1,0,4,1,1,5,2,1,0,1,4,0
1642,0,1,1,1,0,0,2,0,0,1,1,2,1,1,8,1
1678,0,1,1,0,0,0,1,0,1,6,1,2,1,0,7,1
1469,1,1,1,0,1,0,0,0,1,1,1,4,2,1,9,1
1131,1,1,1,1,0,0,0,0,0,1,0,3,0,2,5,1
1667,0,1,0,0,0,0,2,1,2,6,1,2,1,0,8,1
